book_name,chapter,paragraph
Bhagavad Gita,Chapter IV,"Because its fruit is imperishable, viz. final emancipation."
Bhagavad Gita,Chapter IV,"In the Chāndogya-upaniṣad, Manu is the channel of communication for some doctrine taught by Prajāpati, which Manu teaches the 'people,' interpreted by Śaṅkara to mean Ikṣvāku, c. p. ; see too p. ."
Bhagavad Gita,Chapter IV,"Nature is what goes to the formation of the material form in which he is born; the 'power' includes knowledge, omnipotence, c. It is delusive because he is still really 'unborn.'"
Bhagavad Gita,Chapter IV,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter IV,"Cf. infra, p. ."
Bhagavad Gita,Chapter IV,I. e. I give to each worshipper what is proper for him.
Bhagavad Gita,Chapter IV,"The original words used here occur before in a different sense see p. . Here the meaning is that to whomsoever directly addressed, all worship is worship of me see p. . In the whole passage, Kṛṣṇa says that the Deity is not chargeable with partiality on account of the variety of human qualities and states."
Bhagavad Gita,Chapter IV,"Such as acquisition of sons, cattle, c."
Bhagavad Gita,Chapter IV,Devoted though performing all actions.
Bhagavad Gita,Chapter IV,"'Appropriating nothing,' at Sutta Nipāta, p. , seems to be the same idea. 'Self' just before this means senses."
Bhagavad Gita,Chapter IV,"Preferably, perhaps, 'with the body only.' But Śaṅkara rejects this."
Bhagavad Gita,Chapter IV,"Cf. infra, p. ; and Sutta Nipāta, p. ."
Bhagavad Gita,Chapter IV,"The commentators vary in their interpretations of this word mukta, but the common point appears to be 'free from attachment to worldly concerns,' Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter IV,"Sacrifice here apparently means every act for the attainment of p. the supreme; cf. supra, p. . In Āśvalāyana Gṛhya-sūtra III, , , a text is cited meaning 'salutation verily is a sacrifice.'"
Bhagavad Gita,Chapter IV,This thorough identification with the Brahman explains why the action is 'destroyed' and does not 'fetter' the doer.
Bhagavad Gita,Chapter IV,"I. e. all acts, religious and other, offered up to the Brahman in the mode above stated."
Bhagavad Gita,Chapter IV,Practise 'yoga' and other like exercises.
Bhagavad Gita,Chapter IV,Remaining unattached to sensuous enjoyments.
Bhagavad Gita,Chapter IV,"Stopping the bodily operations mentioned, and engaging in contemplation."
Bhagavad Gita,Chapter IV,"This is called Brahmayajña, Āśvalāyana Grihya-sūtra III, , ."
Bhagavad Gita,Chapter IV,"Maitrī-upaniṣad, p. ."
Bhagavad Gita,Chapter IV,"Supra, p. ."
Bhagavad Gita,Chapter IV,"Operations of mind, senses, c.; cf. supra, p. ."
Bhagavad Gita,Chapter IV,I. e. knowledge.
Bhagavad Gita,Chapter IV,"Addressed to men of knowledge. Cf. Muṇḍakopaniṣad, p. ."
Bhagavad Gita,Chapter IV,"The essential unity of the supreme and individual soul and the whole universe. Cf. Īsopaniṣad, pp. , ."
Bhagavad Gita,Chapter IV,"Supra, p. ."
Bhagavad Gita,Chapter IV,"Sutta Nipāta, p. ."
Bhagavad Gita,Chapter IV,"Sutta Nipāta, p. ."
Bhagavad Gita,Chapter IV,"Cautious, free from heedlessness."
Bhagavad Gita,Chapter IV,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter IV,Let's make the world a better place together!
Bhagavad Gita,Chapter V,Resources
Bhagavad Gita,Chapter V,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter V,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter V,Go directly toFootnotes.
Bhagavad Gita,Chapter V,OKṛṣṇa! you praise renunciation of actions and also the pursuit of them. Tell me determinately which one of these two is superior.
Bhagavad Gita,Chapter V,"Renunciation and pursuit of action are both instruments of happiness. But of the two, pursuit of action is superior to renunciation of action. He should be understood to be always an ascetic, who has no aversion and no desire. For, O you of mighty arms! he who is free from the pairs of opposites is easily released from all bonds. Children--not wise men--talk of saṅkhya andyogaasdistinct. One who pursues either well obtains the fruit of both. The seat which the sāṅkhyas obtain is reached by theyogasalso. He sees truly, who sees the sāṅkhya and yoga as one. Renunciation, O you of mighty arms! is difficult to reach without devotion; the sage possessed of devotion attainsBrahmanwithout delay. He who is possessed of devotion, whose self is pure, who has restrained his self, and who has controlled his senses, and who identifies his self with every being, is not tainted though he performs actions. The man of devotion, who knows the truth, thinks he does nothing at all, when he sees, hears, touches, smells, eats, move-b, sleeps, breathes, talks, throws out, takes, opens or closes the eyelids; he holds that the senses deal with the objects of the senses. He who, casting off all attachment, performs actions dedicating them to Brahman, is not tainted by sin, as the lotus-leafis not tainted by water. Devotees, casting off attachment, perform actions for attaining purity of self, with the body, the mind, the understanding, or even the senses--all free fromegoistic notions. He who is possessed of devotion, abandoning the fruit of actions, attains the highest tranquillity. He who is without devotion, and attached to the fruit of action, is tied down by reason of his acting in consequence of some desire. The self-restrained, embodied self lies at case within the city of nine portals, renouncing all actions by the mind, not doing nor causing any thing to be done. The Lord is not the cause of actions, or of the capacity of performing actions amongst men, or of the connexion of action and fruit. But nature only works. The Lord receives no one's sin, nor merit either. Knowledge is enveloped by ignorance, hence all creatures are deluded. But to those who have destroyed that ignorance by knowledge of the self, such knowledge, like the sun, shows forth that supreme principle. And those whose mind is centred on it, whose very self it is, who are thoroughly devoted to it, and whose final goal it is, go never to return, having their sins destroyed by knowledge. The wise look upon a Brāhmaṇa possessed of learning and humility, on a cow, an elephant, a dog, and a Śvapāka, as alike. Even here, those have conquered the material world, whose mind rests in equability; since Brahman is free from defects and equable, therefore they rest inBrahman. He who knows Brahman, whose mind is steady, who is not deluded, and who rests in Brahman, does not exult on finding anything agreeable, nor does he grieve on finding anything disagreeable. One whose self is not attached to external objects, obtains the happiness that is in one's self; and by means of concentration of mind, joining one's self with the Brahman, one obtains indestructible happiness. For the enjoyments born of contact between senses and their objects are, indeed, sources of misery; they have a beginning as well as an end. O son ofKuntī! a wise man feels no pleasure in them. He who even in this world, before his release from the body, is able to bear the agitations produced from desire and wrath, is a devoted man, he is a happy man. The devotee whose happiness is within himself, whose recreation is within himself, and whose light of knowledge also is within himself, becoming one with the Brahman, obtain the Brahmic bliss. The sages whose sins have perished, whose misgivings are destroyed, who are self-restrained, and who are intent on the welfare of all beings, obtain the Brahmic bliss. To the ascetics, who are free from desire and wrath, and whose minds are restrained, and who have knowledge of the self, the Brahmic bliss is on both sides of death. The sage who excludes from his mindexternal objects, concentrates the visual power between the brows, and making the upward and downward life-breaths even, confines their movements within the nose, who restrains senses, mind, and understanding, whose highest goal is final emancipation, from whom desire, fear, and wrath have departed, is, indeed, for ever released from birth and death. He knowing me to be the enjoyer of all sacrifices and penances, the great Lord of all worlds, and the friend of all beings, attains tranquillity."
Bhagavad Gita,Chapter V,back to top
Bhagavad Gita,Chapter V,I. e. one who has performed 'renunciation.'
Bhagavad Gita,Chapter V,"Those who follow the yoga 'path.' The form is noteworthy, grammatically."
Bhagavad Gita,Chapter V,"I. e. 'attains true renunciation,' says Śaṅkara; Śrīdhara says, 'attains Brahman, after becoming a ""renouncer.""'"
Bhagavad Gita,Chapter V,Here self is explained as body; in the line which goes before it is explained as heart.
Bhagavad Gita,Chapter V,"These are the various operations of the organs of perception, action, c."
Bhagavad Gita,Chapter V,"Excretions, c."
Bhagavad Gita,Chapter V,"A very common simile. Cf. inter alia Chāndogya-upaniṣad, p. ; Sutta Nipāta, pp. -; and Davids' Buddhism, p. note."
Bhagavad Gita,Chapter V,"Body  bathing, c.; mind  meditation, c.; understanding  ascertainment of truth; senses  hearing and celebrating God's name."
Bhagavad Gita,Chapter V,"Cf. Praśnopaniṣad, p. ; Śvetāśvatara, p. ; Sutta Nipāta, p. . The Kaṭhopaniṣad has eleven portals p. . The nine are the eyes, nostrils, ears, mouth, and the two for excretions."
Bhagavad Gita,Chapter V,As regards the Lord's relation to man's merit or sin.
Bhagavad Gita,Chapter V,"As manifestations of Brahman, though of different qualities and classes. As to Śvapāka, a very low caste, see Sutta Nipāta, p. ."
Bhagavad Gita,Chapter V,As stated in the preceding words.
Bhagavad Gita,Chapter V,"Kathopaniṣad, p. ."
Bhagavad Gita,Chapter V,"Cf. supra, p. ."
Bhagavad Gita,Chapter V,He is one with the Brahman as he is intent exclusively on the Brahman.
Bhagavad Gita,Chapter V,"The bliss of assimilation with the Brahman, or, as Rāmānuja puts it, the bliss of direct knowledge of the self."
Bhagavad Gita,Chapter V,"Sutta Nipāta, p. ; also Davids' Buddhism, p. ."
Bhagavad Gita,Chapter V,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter V,"Cf. infra, p. ."
Bhagavad Gita,Chapter V,"p. and Kaṭhopaniṣad, p. ."
Bhagavad Gita,Chapter V,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter V,Let's make the world a better place together!
Bhagavad Gita,Chatper VI,Resources
Bhagavad Gita,Chatper VI,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chatper VI,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chatper VI,Go directly toFootnotes.
Bhagavad Gita,Chatper VI,"He who, regardless of the fruit of actions, performs the actions which ought to be performed, is the devotee and renouncer; not he who discards the sacred fires, nor he who performs no acts. Know, O son of Pāṇḍu! that what is called renunciation is devotion; for nobody becomes a devotee who has not renounced all fancies. To the sage who wishes to rise to devotion, action is said to be a means, and to him, when he has risen to devotion, tranquillityis said to be a means. When one does not attach oneself to objects of sense, nor to action, renouncing all fancies, then is one said to have risen to devotion. A man should elevate his self by his self; he should not debase his self, for even a man's own self is hisfriend, a man's own self is also his enemy. To him who has subjugated his self by his self, his self is a friend; but to him who has not restrained his self, his own self behaves inimically, like an enemy. The self of one who has subjugated his self and is tranquil, is absolutely concentrated on itself, in the midst of cold and heat, pleasure and pain, as well as honour and dishonour. The devotee whose self is contented with knowledge and experience, who is unmoved, who has restrained his senses, and to whom a sod, a stone, and gold are alike, is said to be devoted. And he is esteemed highest, who thinks alikeabout well-wishers, friends, and enemies, and those who are indifferent, and those who take part with both sides, and those who are objects of hatred, and relatives, as well as about the good and the sinful. A devotee should constantly devote his self to abstraction, remaining in a secret place, alone, with his mind and selfrestrained, without expectations, and without belongings. Fixing his seat firmly in a cleanplace, not too high nor too low, and covered over with a sheet of cloth, a deerskin, and blades ofKuśagrass,--and there seated on that seat, fixing his mind exclusively on one point, with the workings of the mind and sensesrestrained, he should practice devotion for purity of self. Holding his body, head, and neck even and unmoved, remaining steady, looking at the tip of his own nose, and not looking about in all directions, with a tranquil self, devoid of fear, and adhering to the rules ofBrahmacārins, he should restrain his mind, and concentrate it on me, and sit down engaged in devotion, regarding me as his final goal. Thus constantly devoting his self to abstraction, a devotee whose mind is restrained, attains that tranquillity which culminates in final emancipation, and assimilation with me. Devotion is not his, OArjuna! who eats too much, nor his who cats not at all; not his who is addicted to too much sleep, nor his who is ever awake. That devotion which destroys all misery is his, who takes due food and exercise, who toils duly in all works, and who sleeps and awakes in due time. When a man's mind well restrained becomes steady upon the self alone, then he being indifferent to all objects of desire, is said to be devoted. As a light standing in a windless place flickers not, that is declared to be the parallel for a devotee, whose mind is restrained, and who devotes his self to abstraction. That mental condition, in which the mind restrained by practice of abstraction, ceases to work; in which too, one seeing the self by the self, is pleased inthe self; in which one experiences that infinite happiness which transcends the senses, and which can be grasped by the understanding only; and adhering to which, one never swerves from the truth; acquiring which, one thinks no other acquisition higher than it; and adhering to which, one is not shaken off even by great misery; that should be understood to be called devotion in which there is a severance of all connexion with pain. That devotion should be practised with steadiness and with an undesponding heart. Abandoning, without exception, all desires, which are produced from fancies, and restraining the whole group of the senses on all sides by the mind only, one should by slow steps become quiescent, with a firm resolve coupled with courage; and fixing his mind upon the self, should think of nothing. Wherever the active and unsteady mind breaks forth, there one should ever restrain it, and fix it steadily on the self alone. The highest happiness comes to such a devotee, whose mind is fully tranquil, in whom the quality of passion has been suppressed, who is free from sin, and who is become one with theBrahman. Thus constantly devoting his self to abstraction, a devotee, freed from sin, easily obtains that supreme happiness--contact with the Brahman. He who has devoted his self to abstraction, by devotion, looking alike on everything, sees the self abiding in all beings, and all beings inthe self. To him who sees me in everything, and everything in me, I am never lost, and he is not lost to me. The devotee who worships me abiding in all beings, holding that all is one, lives in me, however he may be living. That devotee, O Arjuna! is deemed to be the best, who looks alike on pleasure or pain, whatever it may be, in all creatures, comparing. all with his own pleasure or pain."
Bhagavad Gita,Chatper VI,"I cannot see, O destroyer of Madhu! how the sustained existence is to be secured of this devotion by means of equanimity which you have declared-in consequence of fickleness. For, OKṛṣṇa! the mind is fickle, boisterousstrong, and obstinate; and I think that to restrain it is as difficult as to restrain the wind."
Bhagavad Gita,Chatper VI,"Doubtless, O you of mighty arms! the mind is difficult to restrain, and fickle. Still, O son ofKuntī! it may be restrained by constant practice and by indifference to worldly objects. It is my belief, that devotion is hard to obtain for one who does not restrain his self. But by one who is self-restrainedand assiduous, it can be obtained through proper expedients."
Bhagavad Gita,Chatper VI,"What is the end of him, O Kṛṣṇa! who does not attain the consummation of his devotion, being not assiduous, and having a mind shaken off from devotion, though full of faith? Does he, fallen from both paths, go to ruin like a broken cloud, being, O you of mighty arms! without support, and deluded on the path leading to the Brahman? Be pleased, O Kṛṣṇa! to entirely destroy this doubt of mine, for none else than you can destroy this doubt."
Bhagavad Gita,Chatper VI,"O son of Pṛthā! neither in this world nor the next, is ruin for him; for, O dear friend! none who performs good deeds comes to an evil end. He who is fallen from devotion attains the worlds of those who perform meritorious acts, dwells there for many a year, and is afterwards born into a family of holy and illustriousmen. Or he is even born into a family of talented devotees; for such a birth as that in this world is more difficult to obtain. There he comes into contact with the knowledge which belonged to him in his former body, and then again, O descendant ofKuru! he works for perfection. For even though reluctant, he is led away by theself-same former practice, and although he only wishes to learn devotion, he rises above the fruits of action laid down in the divine word. But the devotee working with great efforts, and cleared of his sins, attains perfection after many births, and then reaches the supreme goal. The devotee is esteemed higher than the performers of penances, higher even than the men of knowledge, and the devotee is higher than the men of action; therefore, O Arjuna! become a devotee. And even among all devotees, he who, being full of faith, worships me, with his inmost self intent on me, is esteemed by me to be the most devoted."
Bhagavad Gita,Chatper VI,back to top
Bhagavad Gita,Chatper VI,Which are required for ordinary religious rites.
Bhagavad Gita,Chatper VI,"Which are the cause of desires; see supra, p. ."
Bhagavad Gita,Chatper VI,"Abandonment of distracting actions; means scil. to perfect knowledge, says Śrīdhara."
Bhagavad Gita,Chatper VI,I. e. by means of a mind possessed of true discrimination.
Bhagavad Gita,Chatper VI,"Self is here explained as mind, the unsteadiness of which prevents the acquisition of devotion, p."
Bhagavad Gita,Chatper VI,"This means restraining senses by mind. See Maitrī-upaniṣad, p. ."
Bhagavad Gita,Chatper VI,"Supra, p. ."
Bhagavad Gita,Chatper VI,By any of the vexations of the world.
Bhagavad Gita,Chatper VI,I. e. is free from affection or aversion towards them.
Bhagavad Gita,Chatper VI,"'Release from society' is insisted on at Sutta Nipāta, p. ."
Bhagavad Gita,Chatper VI,Self is here explained as senses; in the previous clause as mind.
Bhagavad Gita,Chatper VI,"This requisite is prescribed by many authorities. Cf. Chāndogya-upaniṣad, p. ; Maitrī, p.  Śvetāśvatara, pp. - and Āśvalāyana Gṛhya-sūtra III, , , for Vedic study too."
Bhagavad Gita,Chatper VI,"Cf. Kumārasambhava, Canto III, . This is done in order to prevent the sight from rambling--a total closing of the eyes being objectionable as leading to sleep."
Bhagavad Gita,Chatper VI,"See these in Āpastamba p. in this series; and cf. Sutta Nipāta, pp. , ; and Müller's Hibbert Lectures, p. ."
Bhagavad Gita,Chatper VI,"Cf. Sutta Nipāta, pp. , ."
Bhagavad Gita,Chatper VI,"Buddhism shows similar injunctions. Cf. Sutta Nipāta, pp. , , ; and Dhammapada, stanza. ."
Bhagavad Gita,Chatper VI,Sees the highest principle by a mind purified by abstraction.
Bhagavad Gita,Chatper VI,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chatper VI,"Cf. supra, p. ."
Bhagavad Gita,Chatper VI,"I. e. cease to think of objects of sense. Cf. supra, p. ."
Bhagavad Gita,Chatper VI,I. e. an undespairing and firm resolution that devotion will be achieved ultimately.
Bhagavad Gita,Chatper VI,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chatper VI,Assimilation with the Brahman.
Bhagavad Gita,Chatper VI,Realises the essential unity of everything.
Bhagavad Gita,Chatper VI,"He has access to me, and I am kind to him."
Bhagavad Gita,Chatper VI,"Cf. Īsopaniṣad, p. ."
Bhagavad Gita,Chatper VI,"'Even abandoning all action,' says Śrīdhara; and cf. infra, p. ."
Bhagavad Gita,Chatper VI,"Who believes that pleasure and pain are as much liked or disliked by others as by himself, and puts himself in fact in the place of others."
Bhagavad Gita,Chatper VI,"Troublesome to the body, senses, c."
Bhagavad Gita,Chatper VI,"Cf. Dhammapada, stanza seq."
Bhagavad Gita,Chatper VI,Cf. p. infra.
Bhagavad Gita,Chatper VI,"The path to heaven, and that to final emancipation."
Bhagavad Gita,Chatper VI,"Kings or emperors,' says Madhusūdana."
Bhagavad Gita,Chatper VI,I. e. final emancipation.
Bhagavad Gita,Chatper VI,"'As Arjuna himself,' says Madhusūdana, 'receives instruction in knowledge, though he comes to the battle-field without any such object; hence it was said before, ""nothing is here abortive.""' See p. ."
Bhagavad Gita,Chatper VI,"As distinguished from the others who work half-heartedly, so to say. See p. ."
Bhagavad Gita,Chatper VI,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chatper VI,Let's make the world a better place together!
Bhagavad Gita,Chapter VII,Resources
Bhagavad Gita,Chapter VII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter VII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter VII,Go directly toFootnotes.
Bhagavad Gita,Chapter VII,"O son of Pṛthā! now hear how you can without doubt know me fully, fixing your mind on me, and resting in me, and practising devotion. I will now tell you exhaustively about knowledge together with experience; that being known, there is nothing further left in this world to know. Among thousands of men, only somework for perfection; and even of those who have reached perfection, and who are assiduous, only some know me truly. Earth, water, fire, air, space, mind, understanding,and egoism, thus is my nature divided eightfold. But this is a lower form of my nature. Know that there is another form of my nature, and higher than this, which is animate, O you of mighty arms! and by which this universe is upheld. Know that all things have these for their source. I am the producer and the destroyer of the whole universe. There is nothing else, ODhanañjaya! higher than myself; all this is woven upon me, like numbers of pearls upon a thread. I am the taste in water, O son ofKuntī! I am the light of the sun and moon. I am 'Om' in all theVedas, soundin space, and manliness in human beings; I am the fragrant smell in the earth, refulgence in the fire; I am life in all beings, and penancein those who perform penance. Know me, O son of Pṛthā! to be the eternal seed of all beings; I am the discernment of the discerning ones, and I the glory of the glorious. I am also the strength, unaccompanied by fondness or desire, of the strong. And, O chief of the descendants of Bharata! I am love unopposed to pietyamong allbeings. And all entities which are of the quality of goodness, and those which are of the quality of passion and of darkness, know that they are, indeed, all from me; I am not in them, but they are in me. The whole universe deluded by these three states of mind, developed from the qualities, does not know me, who am beyond them and inexhaustible; for this delusion of mine, developed from the qualities, is divine and difficult to transcend. Those cross beyond this delusion who resort to me alone. Wicked men, doers of evil acts, who are deluded, who are deprived of their knowledge by this delusion, and who incline to the demoniac state of mind, do not resort to me. But, OArjuna! doers of good acts of four classes worship me one who is distressed, one who is seeking after knowledge, one who wants wealth, and one, O chief of the descendants of Bharata! who is possessed of knowledge. Of these, he who is possessed of knowledge, who is always devoted, and whose worship is addressed to one Being only, is esteemed highest. For to the man of knowledge I am dear above all things, and he is dear to me. All these are noble. But the man possessed of knowledge is deemed by me to be my own self. For he with his self devoted to abstraction, has taken to me as the goal than which there is nothing higher. At the end of many lives, the man possessed of knowledge approaches me, believing thatVāsudevais everything. Such a high-souled man is very hard to find. Those who are deprived of knowledge by various desires approach otherdivinities, observing various regulations, and controlled by their own natures. Whichever form of deity any worshipper wishes to worship with faith, to that form I render his faith steady. Possessed Of that faith, he seeks to propitiate the deity in that form, and obtains from it those beneficial things which he desires, though they are really given by me. But the fruit thus obtained by them, who have little judgment, is perishable. Those who worship the divinities go to the divinities, and my worshippers, too, go to me. The undiscerning ones, not knowing my transcendent and inexhaustible essence, than which there is nothing higher, think me, who am unperceived, to have become perceptible. Surrounded by the delusion of my mystic power, I am not manifest to all. This deluded world knows not me unborn and inexhaustible. I know, O Arjuna! the things which have been, those which are, and those which are to be. But me nobody knows. All beings, O terror of your foes! are deluded at the time of birth by the delusion, O descendant of Bharata! caused by the pairs of opposites arising from desire and aversion. But the men of meritorious actions, whose sins have terminated, worship me, being released from the delusion caused by the pairs ofopposites, and being firm in their beliefs. Those who, resting on me, work for release from old age and death, know theBrahman, the whole Adhyātma, and all action. And those who know me with the Adhibhūta, the Adhidaiva, and the Adhiyajña, having minds devoted to abstraction, know me at the time of departure from this world."
Bhagavad Gita,Chapter VII,back to top
Bhagavad Gita,Chapter VII,'Some one' in the original.
Bhagavad Gita,Chapter VII,"I. e. knowledge of the self. Śaṅkara says, as to the next clause, that those even who work for final emancipation must be deemed to have 'reached perfection.'"
Bhagavad Gita,Chapter VII,This accords with the Sāṅkhya philosophy. See chapter I. sutra of the current aphorisms.
Bhagavad Gita,Chapter VII,"Cf. infra, p. ."
Bhagavad Gita,Chapter VII,"Cf. Mundakopaniṣad, p. ."
Bhagavad Gita,Chapter VII,"Infra, p. . Cf. Goldstücker's Remains, I, , ; Yoga-sūtras I, ."
Bhagavad Gita,Chapter VII,I. e. the occult essence which underlies all these and the other qualities of the various things mentioned.
Bhagavad Gita,Chapter VII,I. e. power to bear the pairs of opposites.
Bhagavad Gita,Chapter VII,"Glory here seems to mean dignity, greatness."
Bhagavad Gita,Chapter VII,"Desire is the wish to obtain new things; fondness is the anxiety to retain what has been obtained. The strength here spoken of, therefore, is that which is applied to the performance of one's own duties only."
Bhagavad Gita,Chapter VII,"I. e. indulged within the bounds allowed by the rules of the Śāstras, namely, for the procreation of sons c. only."
Bhagavad Gita,Chapter VII,"They do not dominate over me, I rule them."
Bhagavad Gita,Chapter VII,"Infra, p. ."
Bhagavad Gita,Chapter VII,Fasts and so forth.
Bhagavad Gita,Chapter VII,Which are the result of the actions done in previous lives.
Bhagavad Gita,Chapter VII,"And the divinities are not eternal, so the fruit obtained is ephemeral."
Bhagavad Gita,Chapter VII,"The ignorant do not know the real divinity of Viṣṇu, thinking him to be no higher than as he is seen in the human form. This gives them an inadequate notion of the purity and eternity of the happiness to be obtained by worshipping him; cf. infra, p. ."
Bhagavad Gita,Chapter VII,"The veil surrounding me is created by my mysterious power, and that everybody cannot pierce through; cf. Kaṭha, p. ."
Bhagavad Gita,Chapter VII,Concerning the supreme principle and the mode of worshipping it.
Bhagavad Gita,Chapter VII,"Cf. infra, p. ."
Bhagavad Gita,Chapter VII,See the next chapter.
Bhagavad Gita,Chapter VII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter VII,Let's make the world a better place together!
Bhagavad Gita,Chapter VIII,Resources
Bhagavad Gita,Chapter VIII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter VIII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter VIII,Go directly toFootnotes.
Bhagavad Gita,Chapter VIII,"What is thatBrahman, what the Adhyātma, and what, O best of beings! is action? And what is called the Adhibhūta? And who is the Adhiyajña, and how in this body, O destroyer of Madhu? And how, too, are you to be known at the time of departure from this world by those who restrain their selfs?"
Bhagavad Gita,Chapter VIII,"The Brahman is the supreme, the indestructible. Its manifestation as an individual self is called the Adhyātma. The offering of an oblation to any divinity, which is the cause of the production and development of all things, is named action. The Adhibhūta is all perishable things. The Adhidaivata is the primal being. And the Adhiyajña, O best of embodied beings! is I myself in this body.And he who leaves this body and departs from this world remembering me in his last moments, comes into my essence. There is no doubt of that. Also whichever formof deity he remembers when he finally leaves this body, to that he goes, O son ofKuntī! having been used to ponder on it. Therefore, at all times remember me, and engage in battle. Fixing your mind and understanding on me, you will come to me, there is no doubt. He who thinks of the supreme divine Being, O son of Pṛthā! with a mind not running to other objects, and possessed of abstraction in the shape of continuous meditation about the supreme, goes to him. He who, possessed of reverence for the supreme Being with a steady mind, and with the power of devotion, properly concentrates the life-breath between the brows, and meditates on the ancient Seer, the ruler, more minute than the minutest atom, the supporter of all, who is of an unthinkable form, whose brilliance is like that of the sun, and who is beyond all darkness, he attains to that transcendent and divine Being. Iwill tell you briefly about the seat, which those who know theVedasdeclare to be indestructible; which entered by ascetics from whom all desires have departed; and wishing for which, people pursue themode of life ofBrahmacārins. He who leaves the body and departs from this world, stopping up all passages, and confining the mind within the heart, placing the life-breath in the head, and adhering to uninterrupted meditation, repeating the single syllable 'Om,' signifying the eternal Brahman, and meditating on me, he reaches the highest goal. To the devotee who constantly practises abstraction, O son of Pṛthā! and who with a mind not turned to anything else, is ever and constantly meditating on me, I am easy of access. The high-souled ones, who achieve the highest perfection, attaining to me, do not again come to life, which is transient, a home of woes. All worlds, OArjuna! up to the world of Brahman, are destined to return. But, O son of Kuntī! after attaining to me, there is no birth again. Those who know a day of Brahman to end after one thousand ages, and the night to terminate after one thousand ages, are the personswho know day and night. On the advent of day, all perceptible things are produced from the unperceived; and on the advent of night they dissolve in that same principle called the unperceived. This same assemblage of entities, being produced again and again, dissolves on the advent of night, and, O son of Pṛthā! issues forth on the advent of day, without a will of its own. But there is another entity, unperceived and eternal, and distinct from this unperceived principle, which is not destroyed when all entities are destroyed. It is called the unperceived, the indestructible; they call it the highest goal. Attaining to it, none returns. That is my supreme abode. That supreme Being, O son of Pṛthā! he in whom all these entities dwell, and by whom all this is permeated, is to be attained to by reverence not directed to another. I will state the times, O descendant of Bharata! at which devotees departing from this world go, never to return, or to return. The fire, the flame, the day,the bright fortnight, the six months of the northern solstice, departing from the world in these, those who know the Brahman go to the Brahman. Smoke, night, the dark fortnight, the six months of the southern solstice, dying in these, the devotee goes to the lunar light and returns. These two paths, bright and dark, are deemed to be eternal in this world. By the one, a man goes never to return, by the other he comes back. Knowing these two paths, O son of Pṛthā! no devotee is deluded. Therefore at all times be possessed of devotion, O Arjuna! A devotee knowing all this, obtains all the holy fruit which is prescribed for study of the Vedas, for sacrifices, and also for penances and gifts, and he attains to the highest and primeval seat."
Bhagavad Gita,Chapter VIII,back to top
Bhagavad Gita,Chapter VIII,"Adhyātma where it occurs before e. g. p.  has been rendered 'the relation between the supreme and individual soul.' As to p. action, cf. pp. , . Adhibhūta is apparently the whole inanimate creation, and Adhidaivata is the being supposed to dwell in the sun. Adhiyajña is Kṛṣṇa. Cf. too pp. , ."
Bhagavad Gita,Chapter VIII,Some commentators say 'whatever thing' generally. The 'form' remembered in one's last moments would be that which had been most often meditated on during life.
Bhagavad Gita,Chapter VIII,"Cf. supra, p. ."
Bhagavad Gita,Chapter VIII,"Kaṭha, p. ; Śvetāśvatara, p. ."
Bhagavad Gita,Chapter VIII,"Cf. Śvetāśvatara-upaniṣad, p. ."
Bhagavad Gita,Chapter VIII,"Kathopaniṣad, p. ."
Bhagavad Gita,Chapter VIII,"As to Brahmacārins, see supra, p. ."
Bhagavad Gita,Chapter VIII,"'The senses,' say the commentators. Might it not refer to the 'nine portals' at p. supra? See also, however, p. ."
Bhagavad Gita,Chapter VIII,"I. e. thinking of nothing, making the mind cease to work. Cf. Maitrī-upaniṣad, p. ."
